race_distance,race_purse,field_size,track_surface,track_condition,weather_condition,temperature,humidity,wind_speed,total_pool,horse_age,horse_earnings,horse_win_rate,horse_place_rate,horse_show_rate,jockey,trainer,recent_races_count,recent_wins,recent_places,recent_avg_position,recent_avg_earnings,days_since_last_race,dirt_win_rate,turf_win_rate,horse_id,race_id,position,finish_time,earnings,won,placed,jockey_encoded,trainer_encoded,track_surface_encoded,track_condition_encoded,weather_condition_encoded
1200,50000.0,8,Dirt,Soft,Heavy Rain,20,85,15,439827,5,369858.4000000001,0.17857142857142858,0.5357142857142857,0.5357142857142857,P. Martinez,H. Clark,5,0,3,5.6,4877.55,-17,0.0,0.0,8,1001,8,76.34,0.0,0,0,29,17,1,4,4
2000,120000.0,14,Turf,Fast,Drizzle,20,89,21,56136,8,600919.49,0.2916666666666667,0.6666666666666666,0.6666666666666666,A. Beschizza,J. Toscano,5,2,3,4.0,32246.468,-204,0.0,0.0,85,1002,1,116.59,72000.0,1,1,0,22,3,0,2
2000,120000.0,14,Turf,Fast,Drizzle,20,89,21,56136,6,359840.29999999993,0.22580645161290322,0.6129032258064516,0.6129032258064516,C. Nakatani,L. Rice,5,2,3,4.0,25568.667999999998,-204,0.0,0.0,28,1002,13,120.59,0.0,0,0,3,25,3,0,2
2000,120000.0,14,Turf,Fast,Drizzle,20,89,21,56136,7,417129.51999999996,0.23076923076923078,0.7307692307692307,0.7307692307692307,C. Nakatani,T. Pletcher,5,1,4,4.0,14270.41,-217,1.0,0.0,88,1002,12,118.98,0.0,0,0,3,35,3,0,2
2000,120000.0,14,Turf,Fast,Drizzle,20,89,21,56136,5,364874.5900000001,0.23333333333333334,0.6,0.6,C. Lopez,K. McPeek,5,1,4,3.4,9942.050000000001,-220,0.0,0.25,45,1002,10,120.07,0.0,0,0,2,24,3,0,2
2000,120000.0,14,Turf,Fast,Drizzle,20,89,21,56136,5,334998.89,0.16666666666666666,0.4666666666666667,0.4666666666666667,J. Bravo,T. Pletcher,5,1,4,3.0,9445.338,-213,0.0,0.0,42,1002,3,117.04,12000.0,0,1,13,35,3,0,2
2000,120000.0,14,Turf,Fast,Drizzle,20,89,21,56136,3,449871.62,0.19230769230769232,0.5384615384615384,0.5384615384615384,J. Smith,A. Thompson,5,1,3,4.0,7887.546,-211,0.0,0.0,1,1002,4,117.59,6000.0,0,0,17,1,3,0,2
2000,120000.0,14,Turf,Fast,Drizzle,20,89,21,56136,2,318318.9,0.047619047619047616,0.47619047619047616,0.47619047619047616,C. Nakatani,J. Sharp,5,0,3,3.8,11410.083999999999,-214,0.0,0.0,83,1002,14,119.91,0.0,0,0,3,20,3,0,2
2000,120000.0,14,Turf,Fast,Drizzle,20,89,21,56136,2,336600.24,0.125,0.5833333333333334,0.5833333333333334,M. Mena,D. Romans,5,0,3,4.6,6301.556,-220,0.0,0.0,52,1002,11,119.98,0.0,0,0,27,10,3,0,2
2000,120000.0,14,Turf,Fast,Drizzle,20,89,21,56136,6,609337.7000000002,0.15151515151515152,0.6060606060606061,0.6060606060606061,D. Van Dyke,S. Asmussen,5,2,2,4.4,63912.15800000001,-217,0.3333333333333333,1.0,112,1002,5,117.3,3600.0,0,0,5,33,3,0,2
2000,120000.0,14,Turf,Fast,Drizzle,20,89,21,56136,5,184840.30999999997,0.13793103448275862,0.5517241379310345,0.5517241379310345,L. Reyes,J. Toscano,5,2,4,3.4,17699.54,-222,0.0,1.0,47,1002,9,119.59,0.0,0,0,23,22,3,0,2
2000,120000.0,14,Turf,Fast,Drizzle,20,89,21,56136,4,585655.87,0.3333333333333333,0.6363636363636364,0.6363636363636364,R. Bejarano,B. Baffert,5,2,3,4.8,11846.862,-218,0.5,0.0,40,1002,8,119.56,0.0,0,0,30,3,3,0,2
2000,120000.0,14,Turf,Fast,Drizzle,20,89,21,56136,7,73263.93999999999,0.043478260869565216,0.21739130434782608,0.21739130434782608,E. Prado,C. Clement,5,0,1,8.0,1288.534,-218,0.0,0.0,143,1002,6,117.54,2400.0,0,0,7,6,3,0,2
2000,120000.0,14,Turf,Fast,Drizzle,20,89,21,56136,8,771094.2000000001,0.36,0.64,0.64,J. Lezcano,S. Asmussen,5,2,4,3.4,14245.16,-210,0.0,0.5,146,1002,7,118.21,0.0,0,0,15,33,3,0,2
2000,120000.0,14,Turf,Fast,Drizzle,20,89,21,56136,2,305925.5,0.2,0.48,0.48,G. Stevens,R. Rodriguez,5,1,2,6.6,4920.5199999999995,-221,0.0,0.0,126,1002,2,116.81,24000.0,0,1,9,32,3,0,2
1600,70000.0,16,Dirt,Yielding,Overcast,20,57,25,306234,5,607003.01,0.2,0.42857142857142855,0.42857142857142855,C. Nakatani,P. Miller,5,1,4,3.8,9628.756000000001,-308,0.0,0.0,27,1003,6,97.58,1400.0,0,0,3,29,1,5,6
1600,70000.0,16,Dirt,Yielding,Overcast,20,57,25,306234,2,609515.1699999999,0.3793103448275862,0.6551724137931034,0.6551724137931034,L. Saez,M. Hennig,5,1,4,2.8,4992.878,-321,0.0,0.0,29,1003,5,96.3,2100.0,0,0,24,27,1,5,6
1600,70000.0,16,Dirt,Yielding,Overcast,20,57,25,306234,2,215682.33,0.07692307692307693,0.5384615384615384,0.5384615384615384,K. Carmouche,T. Pletcher,5,0,1,6.0,1792.5639999999996,-321,0.0,0.0,102,1003,16,100.35,0.0,0,0,19,35,1,5,6
1600,70000.0,16,Dirt,Yielding,Overcast,20,57,25,306234,8,276728.37,0.047619047619047616,0.47619047619047616,0.47619047619047616,E. Cancel,B. Cox,5,0,1,9.6,1533.1119999999999,-322,0.0,0.0,64,1003,1,95.23,42000.0,1,1,6,4,1,5,6
1600,70000.0,16,Dirt,Yielding,Overcast,20,57,25,306234,7,640668.46,0.25,0.4642857142857143,0.4642857142857143,C. Nakatani,D. Romans,5,0,2,4.2,7915.304000000001,-321,0.0,0.0,153,1003,4,95.57,3500.0,0,0,3,10,1,5,6
1600,70000.0,16,Dirt,Yielding,Overcast,20,57,25,306234,6,648777.6399999999,0.17857142857142858,0.6428571428571429,0.6428571428571429,J. Castellano,M. Stidham,5,0,3,5.4,11894.92,-317,0.0,0.0,41,1003,15,102.12,0.0,0,0,14,28,1,5,6
1600,70000.0,16,Dirt,Yielding,Overcast,20,57,25,306234,4,191309.05000000002,0.16666666666666666,0.5,0.5,L. Saez,G. Lewis,5,0,1,9.6,1428.6100000000001,-319,0.0,0.0,148,1003,7,97.26,0.0,0,0,24,14,1,5,6
1600,70000.0,16,Dirt,Yielding,Overcast,20,57,25,306234,5,233074.07,0.14285714285714285,0.42857142857142855,0.42857142857142855,L. Reyes,B. Baffert,5,0,1,8.6,835.906,-309,0.0,0.0,99,1003,13,96.48,0.0,0,0,23,3,1,5,6
1600,70000.0,16,Dirt,Yielding,Overcast,20,57,25,306234,3,668552.1300000001,0.2727272727272727,0.5454545454545454,0.5454545454545454,C. Nakatani,I. Wilkes,5,3,4,3.8,15725.892000000002,-312,0.6666666666666666,1.0,199,1003,14,100.39,0.0,0,0,3,18,1,5,6
1600,70000.0,16,Dirt,Yielding,Overcast,20,57,25,306234,7,691595.7000000001,0.25,0.575,0.575,J. Bravo,R. Mandella,5,0,2,5.0,4488.798,-315,0.0,0.0,159,1003,10,97.89,0.0,0,0,13,31,1,5,6
1600,70000.0,16,Dirt,Yielding,Overcast,20,57,25,306234,6,399659.50999999995,0.08571428571428572,0.42857142857142855,0.42857142857142855,L. Davis,R. Atras,5,0,2,6.6,1480.3039999999999,-317,0.0,0.0,104,1003,8,96.74,0.0,0,0,21,30,1,5,6
1600,70000.0,16,Dirt,Yielding,Overcast,20,57,25,306234,3,233421.02999999997,0.1,0.55,0.55,G. Stevens,G. Motion,5,0,3,6.2,4257.656,-311,0.0,0.0,124,1003,3,95.66,7000.0,0,1,9,15,1,5,6
1600,70000.0,16,Dirt,Yielding,Overcast,20,57,25,306234,2,346974.29000000004,0.09090909090909091,0.45454545454545453,0.45454545454545453,J. Velazquez,G. Motion,5,0,2,7.0,4949.494,-314,0.0,0.0,144,1003,11,97.36,0.0,0,0,18,15,1,5,6
1600,70000.0,16,Dirt,Yielding,Overcast,20,57,25,306234,2,336600.24,0.125,0.5833333333333334,0.5833333333333334,M. Mena,D. Romans,5,0,3,4.6,6301.556,-320,0.0,0.0,52,1003,12,98.16,0.0,0,0,27,10,1,5,6
1600,70000.0,16,Dirt,Yielding,Overcast,20,57,25,306234,3,818503.0700000001,0.3125,0.625,0.625,F. Geroux,K. McPeek,5,3,3,5.0,29607.212,-314,0.0,0.5,67,1003,2,95.5,14000.0,0,1,8,24,1,5,6
1600,70000.0,16,Dirt,Yielding,Overcast,20,57,25,306234,6,362050.9100000001,0.21428571428571427,0.5714285714285714,0.5714285714285714,K. Carmouche,M. Stidham,5,1,1,6.6,3771.012,-310,0.0,0.5,24,1003,9,98.64,0.0,0,0,19,28,1,5,6
1600,100000.0,13,Dirt,Good,Light Rain,20,41,11,228258,5,360466.75,0.19230769230769232,0.5769230769230769,0.5769230769230769,J. Rosario,J. Sadler,5,1,4,3.6,19148.998,-1,0.0,0.0,196,1004,9,99.33,0.0,0,0,16,19,1,2,5
1600,100000.0,13,Dirt,Good,Light Rain,20,41,11,228258,6,273731.86,0.10810810810810811,0.43243243243243246,0.43243243243243246,C. Lopez,K. Dooley,5,1,3,5.6,9176.234,8,0.0,0.0,151,1004,12,97.79,0.0,0,0,2,23,1,2,5
1600,100000.0,13,Dirt,Good,Light Rain,20,41,11,228258,7,704929.3200000001,0.2962962962962963,0.5925925925925926,0.5925925925925926,R. Santana Jr.,R. Rodriguez,5,2,3,5.8,19228.956,5,0.3333333333333333,0.0,197,1004,5,96.31,3000.0,0,0,32,32,1,2,5
1600,100000.0,13,Dirt,Good,Light Rain,20,41,11,228258,8,554993.04,0.2222222222222222,0.7777777777777778,0.7777777777777778,J. Lezcano,L. Rice,5,0,3,4.6,9166.608,4,0.0,0.0,9,1004,4,96.79,5000.0,0,0,15,25,1,2,5
1600,100000.0,13,Dirt,Good,Light Rain,20,41,11,228258,8,403315.63000000006,0.1,0.6,0.6,A. Gryder,D. Gargan,5,0,3,5.6,6705.32,2,0.0,0.0,163,1004,2,95.65,20000.0,0,1,1,8,1,2,5
1600,100000.0,13,Dirt,Good,Light Rain,20,41,11,228258,4,405819.4200000001,0.1935483870967742,0.7741935483870968,0.7741935483870968,L. Saez,T. Pletcher,5,0,3,6.4,8430.362000000001,4,0.0,0.0,193,1004,11,98.96,0.0,0,0,24,35,1,2,5
1600,100000.0,13,Dirt,Good,Light Rain,20,41,11,228258,5,265064.73000000004,0.14285714285714285,0.37142857142857144,0.37142857142857144,J. Castellano,M. Casse,5,0,0,8.4,230.642,1,0.0,0.0,17,1004,6,97.3,2000.0,0,0,14,26,1,2,5
1600,100000.0,13,Dirt,Good,Light Rain,20,41,11,228258,4,447800.9500000001,0.16216216216216217,0.5405405405405406,0.5405405405405406,F. Geroux,H. Bond,5,1,5,2.4,21031.136,-1,0.0,0.0,167,1004,1,95.33,60000.0,1,1,8,16,1,2,5
1600,100000.0,13,Dirt,Good,Light Rain,20,41,11,228258,5,327322.01,0.19230769230769232,0.6153846153846154,0.6153846153846154,T. Gaffalione,R. Rodriguez,5,0,2,5.0,4076.1940000000004,8,0.0,0.0,122,1004,10,98.99,0.0,0,0,36,32,1,2,5
1600,100000.0,13,Dirt,Good,Light Rain,20,41,11,228258,6,289302.13,0.1111111111111111,0.48148148148148145,0.48148148148148145,L. Davis,J. Shirreffs,5,0,2,6.4,3748.2120000000004,5,0.0,0.0,53,1004,7,96.69,0.0,0,0,21,21,1,2,5
1600,100000.0,13,Dirt,Good,Light Rain,20,41,11,228258,2,267454.86,0.125,0.5416666666666666,0.5416666666666666,D. Van Dyke,J. Shirreffs,5,1,1,6.2,4257.726,4,0.3333333333333333,0.0,73,1004,3,96.23,10000.0,0,1,5,21,1,2,5
1600,100000.0,13,Dirt,Good,Light Rain,20,41,11,228258,3,636430.96,0.25,0.65625,0.65625,L. Davis,J. Sadler,5,1,3,4.8,5416.573999999999,-2,0.5,0.0,69,1004,8,96.87,0.0,0,0,21,19,1,2,5
1600,100000.0,13,Dirt,Good,Light Rain,20,41,11,228258,8,662315.9700000001,0.23076923076923078,0.5641025641025641,0.5641025641025641,R. Maragh,G. Lewis,5,1,3,2.8,27818.876,0,0.0,0.0,154,1004,13,97.37,0.0,0,0,31,14,1,2,5
1600,85000.0,15,All Weather,Heavy,Clear,20,75,24,97604,2,378509.31,0.13333333333333333,0.36666666666666664,0.36666666666666664,I. Ortiz Jr.,J. Sharp,5,1,2,4.6,18744.024,-310,0.0,1.0,20,1005,2,102.63,17000.0,0,1,11,20,0,3,0
1600,85000.0,15,All Weather,Heavy,Clear,20,75,24,97604,3,466341.23999999993,0.2,0.5714285714285714,0.5714285714285714,G. Stevens,A. Delacour,5,2,4,2.4,23287.764,-317,0.5,0.0,150,1005,5,103.24,2550.0,0,0,9,0,0,3,0
1600,85000.0,15,All Weather,Heavy,Clear,20,75,24,97604,7,640668.46,0.25,0.4642857142857143,0.4642857142857143,C. Nakatani,D. Romans,5,0,2,4.2,7915.304000000001,-322,0.0,0.0,153,1005,3,102.79,8500.0,0,1,3,10,0,3,0
1600,85000.0,15,All Weather,Heavy,Clear,20,75,24,97604,3,469508.89999999997,0.16,0.68,0.68,M. Franco,C. Brown,5,2,3,4.0,17790.35,-304,1.0,0.0,89,1005,7,103.11,0.0,0,0,25,5,0,3,0
1600,85000.0,15,All Weather,Heavy,Clear,20,75,24,97604,6,369704.04000000004,0.375,0.625,0.625,J. Velazquez,M. Casse,5,1,1,7.4,4644.683999999999,-312,0.5,0.0,84,1005,4,103.17,4250.0,0,0,18,26,0,3,0
1600,85000.0,15,All Weather,Heavy,Clear,20,75,24,97604,2,346974.29000000004,0.09090909090909091,0.45454545454545453,0.45454545454545453,J. Velazquez,G. Motion,5,0,2,7.0,4949.494,-315,0.0,0.0,144,1005,10,104.1,0.0,0,0,18,15,0,3,0
1600,85000.0,15,All Weather,Heavy,Clear,20,75,24,97604,2,495212.7100000001,0.1891891891891892,0.5135135135135135,0.5135135135135135,G. Stevens,S. Asmussen,5,2,3,5.8,12199.423999999997,-310,0.0,1.0,51,1005,13,103.63,0.0,0,0,9,33,0,3,0
1600,85000.0,15,All Weather,Heavy,Clear,20,75,24,97604,6,394868.1,0.0,0.4090909090909091,0.4090909090909091,C. Lopez,M. Casse,5,0,1,7.8,5669.163999999999,-322,0.0,0.0,55,1005,1,102.16,51000.0,1,1,2,26,0,3,0
1600,85000.0,15,All Weather,Heavy,Clear,20,75,24,97604,6,421298.24000000005,0.17857142857142858,0.5357142857142857,0.5357142857142857,H. Diaz Jr.,I. Wilkes,5,2,3,5.0,44491.736,-322,0.0,0.0,54,1005,12,106.39,0.0,0,0,10,18,0,3,0
1600,85000.0,15,All Weather,Heavy,Clear,20,75,24,97604,2,318318.9,0.047619047619047616,0.47619047619047616,0.47619047619047616,C. Nakatani,J. Sharp,5,0,3,3.8,11410.083999999999,-315,0.0,0.0,83,1005,14,106.38,0.0,0,0,3,20,0,3,0
1600,85000.0,15,All Weather,Heavy,Clear,20,75,24,97604,3,636430.96,0.25,0.65625,0.65625,L. Davis,J. Sadler,5,1,3,4.8,5416.573999999999,-323,0.5,0.0,69,1005,8,103.4,0.0,0,0,21,19,0,3,0
1600,85000.0,15,All Weather,Heavy,Clear,20,75,24,97604,7,691595.7000000001,0.25,0.575,0.575,J. Bravo,R. Mandella,5,0,2,5.0,4488.798,-316,0.0,0.0,159,1005,15,105.73,0.0,0,0,13,31,0,3,0
1600,85000.0,15,All Weather,Heavy,Clear,20,75,24,97604,3,383799.97000000003,0.16129032258064516,0.5806451612903226,0.5806451612903226,H. Diaz Jr.,H. Bond,5,0,3,3.8,3628.22,-319,0.0,0.0,44,1005,9,105.9,0.0,0,0,10,16,0,3,0
1600,85000.0,15,All Weather,Heavy,Clear,20,75,24,97604,6,174858.91,0.11538461538461539,0.4230769230769231,0.4230769230769231,J. Lezcano,R. Rodriguez,5,1,2,6.0,5594.159999999999,-311,0.0,0.0,179,1005,11,106.04,0.0,0,0,15,32,0,3,0
1600,85000.0,15,All Weather,Heavy,Clear,20,75,24,97604,3,308222.86,0.21739130434782608,0.6956521739130435,0.6956521739130435,T. Gaffalione,G. Motion,5,0,4,3.4,4513.34,-313,0.0,0.0,191,1005,6,103.0,1700.0,0,0,36,15,0,3,0
2000,90000.0,10,All Weather,Firm,Overcast,20,37,23,148807,8,403315.63000000006,0.1,0.6,0.6,A. Gryder,D. Gargan,5,0,3,5.6,6705.32,-63,0.0,0.0,163,1006,6,119.12,1800.0,0,0,1,8,0,1,6
2000,90000.0,10,All Weather,Firm,Overcast,20,37,23,148807,3,108405.2,0.15789473684210525,0.3684210526315789,0.3684210526315789,J. Alvarado,D. Gargan,5,1,2,5.8,4524.026,-59,0.0,0.0,103,1006,10,122.34,0.0,0,0,12,8,0,1,6
2000,90000.0,10,All Weather,Firm,Overcast,20,37,23,148807,6,174858.91,0.11538461538461539,0.4230769230769231,0.4230769230769231,J. Lezcano,R. Rodriguez,5,1,2,6.0,5594.159999999999,-55,0.0,0.0,179,1006,2,118.74,18000.0,0,1,15,32,0,1,6
2000,90000.0,10,All Weather,Firm,Overcast,20,37,23,148807,5,334998.89,0.16666666666666666,0.4666666666666667,0.4666666666666667,J. Bravo,T. Pletcher,5,1,4,3.0,9445.338,-58,0.0,0.0,42,1006,4,119.36,4500.0,0,0,13,35,0,1,6
2000,90000.0,10,All Weather,Firm,Overcast,20,37,23,148807,6,289302.13,0.1111111111111111,0.48148148148148145,0.48148148148148145,L. Davis,J. Shirreffs,5,0,2,6.4,3748.2120000000004,-60,0.0,0.0,53,1006,9,119.43,0.0,0,0,21,21,0,1,6
2000,90000.0,10,All Weather,Firm,Overcast,20,37,23,148807,2,440571.23,0.08571428571428572,0.6857142857142857,0.6857142857142857,T. Gaffalione,A. Delacour,5,0,3,6.0,3554.182,-54,0.0,0.0,188,1006,3,118.99,9000.0,0,1,36,0,0,1,6
2000,90000.0,10,All Weather,Firm,Overcast,20,37,23,148807,6,358722.21,0.29411764705882354,0.7058823529411765,0.7058823529411765,J. Bravo,J. Sadler,5,3,5,1.6,14276.372,-65,0.3333333333333333,0.0,132,1006,8,119.32,0.0,0,0,13,19,0,1,6
2000,90000.0,10,All Weather,Firm,Overcast,20,37,23,148807,8,242031.62999999998,0.20689655172413793,0.7586206896551724,0.7586206896551724,J. Lezcano,J. Sharp,5,0,3,3.8,7318.704,-64,0.0,0.0,97,1006,7,119.24,0.0,0,0,15,20,0,1,6
2000,90000.0,10,All Weather,Firm,Overcast,20,37,23,148807,4,622504.4299999999,0.1724137931034483,0.5172413793103449,0.5172413793103449,J. Rosario,D. Romans,5,0,2,6.8,2728.566,-67,0.0,0.0,15,1006,5,119.04,2700.0,0,0,16,10,0,1,6
2000,90000.0,10,All Weather,Firm,Overcast,20,37,23,148807,6,795045.3200000001,0.2857142857142857,0.5428571428571428,0.5428571428571428,J. Rosario,R. Atras,5,0,1,8.8,1885.502,-57,0.0,0.0,160,1006,1,118.58,54000.0,1,1,16,30,0,1,6
1200,40000.0,16,All Weather,Yielding,Cold,20,87,25,87214,5,233074.07,0.14285714285714285,0.42857142857142855,0.42857142857142855,L. Reyes,B. Baffert,5,0,1,8.6,835.906,7,0.0,0.0,99,1007,1,73.33,24000.0,1,1,23,3,0,5,1
1200,40000.0,16,All Weather,Yielding,Cold,20,87,25,87214,4,216531.51000000004,0.0,0.4838709677419355,0.4838709677419355,G. Stevens,B. Baffert,5,0,2,6.6,6551.3099999999995,6,0.0,0.0,82,1007,9,75.14,0.0,0,0,9,3,0,5,1
1200,40000.0,16,All Weather,Yielding,Cold,20,87,25,87214,6,320224.92000000004,0.17857142857142858,0.7142857142857143,0.7142857142857143,J. Velazquez,R. Rodriguez,5,1,5,2.6,18438.773999999998,-1,0.0,0.0,125,1007,5,73.95,1200.0,0,0,18,32,0,5,1
1200,40000.0,16,All Weather,Yielding,Cold,20,87,25,87214,5,364874.5900000001,0.23333333333333334,0.6,0.6,C. Lopez,K. McPeek,5,1,4,3.4,9942.050000000001,-4,0.0,0.25,45,1007,11,76.22,0.0,0,0,2,24,0,5,1
1200,40000.0,16,All Weather,Yielding,Cold,20,87,25,87214,8,129872.98999999999,0.0,0.45,0.45,D. Van Dyke,T. Amoss,5,0,2,6.4,2621.8379999999997,-1,0.0,0.0,164,1007,12,77.53,0.0,0,0,5,34,0,5,1
1200,40000.0,16,All Weather,Yielding,Cold,20,87,25,87214,8,513201.8300000001,0.16666666666666666,0.6333333333333333,0.6333333333333333,R. Santana Jr.,A. Delacour,5,2,4,2.8,34297.796,9,0.0,0.5,108,1007,4,74.35,2000.0,0,0,32,0,0,5,1
1200,40000.0,16,All Weather,Yielding,Cold,20,87,25,87214,6,257192.67,0.12,0.56,0.56,R. Bejarano,P. Miller,5,1,2,6.0,3141.3859999999995,4,0.0,0.0,56,1007,8,76.46,0.0,0,0,30,29,0,5,1
1200,40000.0,16,All Weather,Yielding,Cold,20,87,25,87214,2,581233.42,0.25925925925925924,0.5925925925925926,0.5925925925925926,E. Cancel,S. Asmussen,5,1,4,3.2,38308.83,13,0.0,0.0,75,1007,16,80.02,0.0,0,0,6,33,0,5,1
